symbol,hypothesis_id,session_date,timestamp,diagnostic,sweep_depth_ticks,scenario,equity_before_session,direction,actual_quantity
QQQ,HYP-FCR-03,2023-06-22,2023-06-22T14:05:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,978.811564540023,,
QQQ,HYP-FCR-03,2023-07-03,2023-07-03T16:25:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.04000000000132786,stress,972.8388824200237,,
QQQ,HYP-FCR-03,2023-07-03,2023-07-03T16:30:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,972.8388824200237,,
QQQ,HYP-FCR-03,2023-07-13,2023-07-13T15:05:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.32000000000493856,stress,979.9328943400242,,
QQQ,HYP-FCR-03,2023-08-18,2023-08-18T14:05:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,969.7365672200254,,
QQQ,HYP-FCR-03,2023-08-25,2023-08-25T14:10:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,972.3201412200258,,
QQQ,HYP-FCR-03,2023-08-28,2023-08-28T16:00:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,973.8392632200258,,
QQQ,HYP-FCR-03,2023-09-07,2023-09-07T15:25:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,969.2587673000259,,
QQQ,HYP-FCR-03,2023-09-26,2023-09-26T16:40:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.889999999998281,stress,972.922148820027,,
QQQ,HYP-FCR-03,2023-10-18,2023-10-18T14:00:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,972.4115828600269,,
QQQ,HYP-FCR-03,2023-10-24,2023-10-24T14:20:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,975.229518860027,,
QQQ,HYP-FCR-03,2023-10-27,2023-10-27T14:20:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,971.9270516600272,,
QQQ,HYP-FCR-03,2023-11-01,2023-11-01T14:15:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,964.7104081400274,,
QQQ,HYP-FCR-03,2023-11-06,2023-11-06T15:05:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.49999999999954525,stress,964.5378741400274,,
QQQ,HYP-FCR-03,2023-11-21,2023-11-21T17:50:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,953.319246740028,,
QQQ,HYP-FCR-03,2023-11-24,2023-11-24T16:25:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,950.3366787400282,,
QQQ,HYP-FCR-03,2023-11-24,2023-11-24T17:55:00+00:00,no_next_minute_entry,,stress,950.3366787400282,long,2.0
QQQ,HYP-FCR-03,2023-12-13,2023-12-13T16:55:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,934.2471586600291,,
QQQ,HYP-FCR-03,2023-12-22,2023-12-22T16:35:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,932.8849146200295,,
QQQ,HYP-FCR-03,2024-01-04,2024-01-04T19:50:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,stress,922.13990462003,,
