event_type,horizon,symbol,orientation,year,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
EVENT-09,30min,SPY,long_reversal,2024,-0.00017382248684547533,0.0006316234268578369,session_date,17
EVENT-09,5min,QQQ,long_reversal,2022,-0.0002913723048200528,0.00048531705640134884,session_date,17
EVENT-09,5min,QQQ,long_reversal,2023,-6.614800285682862e-05,0.000410441255074812,session_date,17
EVENT-09,5min,QQQ,long_reversal,2024,-0.00010600983412953716,0.00026780990815618164,session_date,17
EVENT-09,5min,SPY,long_reversal,2022,-0.00036586703299310534,0.00031828121498124977,session_date,17
EVENT-09,5min,SPY,long_reversal,2023,-0.00030436625633975404,9.575060178713396e-05,session_date,17
EVENT-09,5min,SPY,long_reversal,2024,-0.0002042940713456952,0.00012280190900340504,session_date,17
EVENT-09,60min,QQQ,long_reversal,2022,-0.002086730813302996,0.000487931557931714,session_date,17
EVENT-09,60min,QQQ,long_reversal,2023,-0.0005223399974557335,0.0009950957785251047,session_date,17
EVENT-09,60min,QQQ,long_reversal,2024,-2.8503063108265502e-05,0.0013761829254641713,session_date,17
EVENT-09,60min,SPY,long_reversal,2022,-0.0011061889434545186,0.0006716524162283317,session_date,17
EVENT-09,60min,SPY,long_reversal,2023,-0.0011529499065713446,0.000650446489283039,session_date,17
EVENT-09,60min,SPY,long_reversal,2024,-0.00020754354425316362,0.0009491164702151825,session_date,17
EVENT-09,session_close,QQQ,long_reversal,2022,-0.0032316935604786213,0.00259370736804157,session_date,17
EVENT-09,session_close,QQQ,long_reversal,2023,5.6438617256167414e-05,0.0033976774080530904,session_date,17
